Route,Year,Month,Revenue_Passengers,Aircraft_Trips,Rev Pax,Distance,RPKs,ASKs,Seats,
CNS-SYD,2017,3,"83,539",572,81.1,"1,971","164,655,369","203,107,608","103,048",
CNS-SYD,2017,4,"97,001",638,83.8,"1,971","191,188,971","228,259,539","115,809",
CNS-SYD,2017,5,"79,501",532,80.7,"1,971","156,696,471","194,092,254","98,474",
CNS-SYD,2017,6,"82,025",541,81.5,"1,971","161,671,275","198,357,498","100,638",
CNS-SYD,2017,7,"108,666",677,88.7,"1,971","214,180,686","241,406,109","122,479",
CNS-SYD,2017,8,"101,688",649,86,"1,971","200,427,048","233,163,387","118,297",
CNS-SYD,2017,9,"96,393",632,82.4,"1,971","189,990,603","230,461,146","116,926",
CNS-SYD,2017,10,"104,194",654,86.8,"1,971","205,366,374","236,559,420","120,020",
CNS-SYD,2017,11,"92,943",556,91.7,"1,971","183,190,653","199,705,662","101,322",
CNS-SYD,2017,12,"99,886",648,85.5,"1,971","196,875,306","230,398,074","116,894",
CNS-SYD,2018,1,"102,585",695,83.1,"1,971","202,195,035","243,375,138","123,478",
CNS-SYD,2018,2,"86,344",540,88.3,"1,971","170,184,024","192,771,684","97,804",
CNS-SYD,2018,3,"86,943",584,82.8,"1,971","171,364,653","207,022,014","105,034",
CNS-SYD,2018,4,"91,421",632,78.1,"1,971","181,292,580","232,258,698","116,833",
CNS-SYD,2018,5,"78,565",539,79.2,"1,971","155,393,640","196,276,122","98,912",
CNS-SYD,2018,6,"84,617",567,80,"1,971","166,780,107","208,397,772","105,732",
CNS-SYD,2018,7,"112,234",696,87.1,"1,971","221,213,214","253,839,177","128,787",
CNS-SYD,2018,8,"103,836",636,87.8,"1,971","204,660,756","233,151,561","118,291",
CNS-SYD,2018,9,"91,349",620,77.2,"1,971","180,048,879","233,279,676","118,356",
CNS-SYD,2018,10,"105,682",670,85,"1,971","208,299,222","245,024,865","124,315",
CNS-SYD,2018,11,"92,641",530,91.7,"1,971","182,595,411","199,179,405","101,055",
CNS-SYD,2018,12,"96,462",606,83.3,"1,971","190,126,602","228,182,670","115,770",
CNS-SYD,2019,1,"95,723",627,79.6,"1,971","188,670,033","236,906,316","120,196",
CNS-SYD,2019,2,"77,395",515,78.1,"1,971","152,545,545","195,339,897","99,107",
CNS-SYD,2019,3,"80,777",517,80,"1,971","159,211,467","198,982,305","100,955",
CNS-SYD,2019,4,"91,946",590,79.4,"1,971","181,225,566","228,192,525","115,775",
CNS-SYD,2019,5,"76,126",481,81.6,"1,971","150,044,346","183,785,895","93,245",
CNS-SYD,2019,6,"79,053",474,84.8,"1,971","155,813,463","183,683,403","93,193",
CNS-SYD,2019,7,"109,636",635,88.2,"1,971","216,092,556","245,091,879","124,349",
CNS-SYD,2019,8,"98,555",567,88,"1,971","194,251,905","220,639,653","111,943",
CNS-SYD,2019,9,"84,384",527,81.4,"1,971","166,320,864","204,349,338","103,678",
CNS-SYD,2019,10,"100,410",590,86.9,"1,971","197,908,110","227,656,413","115,503",
CNS-SYD,2019,11,"89,777",504,91.4,"1,971","176,950,467","193,705,938","98,278",
CNS-SYD,2019,12,"94,278",568,86,"1,971","185,821,938","216,130,005","109,655",
CNS-SYD,2020,1,"99,432",585,88.8,"1,971","195,980,472","220,574,610","111,910",
CNS-SYD,2020,2,"57,804",453,65.9,"1,971","113,931,684","172,801,512","87,672",
CNS-SYD,2020,3,"43,391",362,61.8,"1,971","85,523,661","138,277,476","70,156",
CNS-SYD,2020,7,"24,123",194,69.7,"1,971","47,546,433","68,257,701","34,631",
CNS-SYD,2020,12,"18,508",204,51.1,"1,971","36,479,268","71,448,750","36,250",
CNS-SYD,2021,1,"4,251",97,26.6,"1,971","8,378,721","31,453,218","15,958",
CNS-SYD,2021,2,"12,694",110,69.6,"1,971","25,019,874","35,958,924","18,244",
CNS-SYD,2021,3,"29,145",220,75.9,"1,971","57,444,795","75,658,806","38,386",
CNS-SYD,2021,4,"64,120",494,66.2,"1,971","126,380,520","190,873,611","96,841",
CNS-SYD,2021,5,"52,927",356,76.3,"1,971","104,319,117","136,684,908","69,348",
CNS-SYD,2021,6,"56,677",371,75.9,"1,971","111,710,367","147,213,990","74,690",
CNS-SYD,2021,7,"4,894",91,27.4,"1,971","9,646,074","35,186,292","17,852",
CNS-SYD,2021,8,652,62,5.9,"1,971","1,285,092","21,937,230","11,130",
CNS-SYD,2021,9,369,57,3.7,"1,971","727,299","19,820,376","10,056",
CNS-SYD,2021,10,574,66,4.9,"1,971","1,131,354","23,249,916","11,796",
CNS-SYD,2021,11,892,57,8.8,"1,971","1,758,132","20,001,708","10,148",
CNS-SYD,2021,12,"22,585",252,46.7,"1,971","44,515,035","95,333,328","48,368",
CNS-SYD,2022,1,"42,813",360,61.4,"1,971","84,384,423","137,362,932","69,692",
CNS-SYD,2022,2,"26,127",189,77.8,"1,971","51,496,317","66,199,977","33,587",
CNS-SYD,2022,3,"41,102",302,75.3,"1,971","81,012,042","107,654,049","54,619",
CNS-SYD,2022,4,"79,708",570,72.9,"1,971","157,104,468","215,453,952","109,312",
CNS-SYD,2022,5,"62,955",442,75.1,"1,971","124,084,305","165,181,626","83,806",
CNS-SYD,2022,6,"78,653",470,85.8,"1,971","155,025,063","180,742,671","91,701",
CNS-SYD,2022,7,"90,612",503,93.9,"1,971","178,596,252","190,298,079","96,549",
CNS-SYD,2022,8,"80,625",470,91.3,"1,971","158,911,875","173,966,373","88,263",
CNS-SYD,2022,9,"77,876",434,91.6,"1,971","153,493,596","167,560,623","85,013",
CNS-SYD,2022,10,"90,262",504,90.3,"1,971","177,906,402","197,084,232","99,992",
CNS-SYD,2022,11,"71,640",396,87.6,"1,971","141,202,440","161,178,525","81,775",
CNS-SYD,2022,12,"80,223",509,82.8,"1,971","158,119,533","191,013,552","96,912",
CNS-SYD,2023,1,"74,566",462,83.2,"1,971","146,969,586","176,670,585","89,635",
CNS-SYD,2023,2,"45,790",272,84.6,"1,971","90,252,090","106,637,013","54,103",
CNS-SYD,2023,3,"62,090",360,88.9,"1,971","122,379,390","137,688,147","69,857",
CNS-SYD,2023,4,"78,592",493,84.2,"1,971","154,904,832","183,967,227","93,337",
CNS-SYD,2023,5,"62,326",362,92.9,"1,971","122,844,546","132,171,318","67,058",
CNS-SYD,2023,6,"70,242",400,93.4,"1,971","138,446,982","148,231,026","75,206",
CNS-SYD,2023,7,"91,267",509,92.3,"1,971","179,887,257","194,821,524","98,844",
CNS-SYD,2023,8,"84,054",452,92.5,"1,971","165,670,434","179,063,379","90,849",
CNS-SYD,2023,9,"84,595",475,90,"1,971","166,736,745","185,205,015","93,965",
CNS-SYD,2023,10,"86,454",502,87.7,"1,971","170,400,834","194,200,659","98,529",
CNS-SYD,2023,11,"73,601",430,90.1,"1,971","145,067,571","161,020,845","81,695",
CNS-SYD,2023,12,"65,945",458,77,"1,971","129,977,595","168,910,758","85,698",
CNS-SYD,2024,1,"75,212",539,74.1,"1,971","148,242,852","200,068,326","101,506",
CNS-SYD,2024,2,"62,910",378,86.8,"1,971","123,995,610","142,779,240","72,440",
CNS-SYD,2024,3,"69,640",420,86.6,"1,971","137,260,440","158,570,892","80,452",
CNS-SYD,2024,4,"74,882",508,77.1,"1,971","147,592,422","191,458,998","97,138",
CNS-SYD,2024,5,"67,702",391,88.4,"1,971","133,440,642","151,006,194","76,614",
CNS-SYD,2024,6,"74,584",421,90.4,"1,971","147,005,064","162,581,877","82,487",
CNS-SYD,2024,7,"93,943",561,87.8,"1,971","185,161,653","210,784,653","106,943",
CNS-SYD,2024,8,"84,897",508,90.8,"1,971","167,331,987","184,260,906","93,486",
CNS-SYD,2024,9,"79,107",501,84.1,"1,971","155,919,897","185,402,115","94,065",
CNS-SYD,2024,10,"87,228",514,91.5,"1,971","171,926,388","187,919,082","95,342",
CNS-SYD,2024,11,"69,141",393,94.1,"1,971","136,276,911","144,779,805","73,455",
CNS-SYD,2024,12,"79,991",507,86.1,"1,971","157,662,261","183,216,276","92,956",
CNS-SYD,2025,1,"85,915",507,91.6,"1,971","169,338,465","184,934,988","93,828",
CNS-SYD,2025,2,"52,704",332,85.8,"1,971","103,879,584","121,102,182","61,442",
CNS-SYD,2025,3,"66,538",404,88.4,"1,971","131,146,398","148,278,330","75,230",
CNS-SYD,2025,4,"76,354",492,83.4,"1,971","150,493,734","180,393,804","91,524",
CNS-SYD,2025,5,"68,746",410,89.3,"1,971","135,498,366","151,688,160","76,960",
CNS-SYD,2025,6,"73,296",445,87.1,"1,971","144,466,416","165,895,128","84,168",
CNS-SYD,2025,7,"96,522",562,91.2,"1,971","190,244,862","208,650,060","105,860",
CNS-SYD,2025,8,"88,464",497,93.1,"1,971","174,362,544","187,274,565","95,015",
CNS-SYD,2025,9,"81,540",496,85.1,"1,971","160,715,340","188,744,931","95,761",
CNS-SYD,2025,10,"87,774",511,90.4,"1,971","173,002,554","191,393,955","97,105",
CNS-SYD,2025,11,"70,868",428,92.1,"1,971","139,680,828","151,735,464","76,984",
CNS-SYD,2025,12,"79,651",511,86.3,"1,971","156,992,121","181,990,314","92,334",
CNS-SYD,2015,7,"13,102",440,50.6,284,"3,720,968","7,357,872","25,908",
CNS-TSV,2015,8,"11,461",445,43.7,284,"3,254,924","7,440,232","26,198",
CNS-TSV,2015,9,"12,040",438,47.7,284,"3,419,360","7,168,160","25,240",
CNS-TSV,2015,10,"12,394",439,47.8,284,"3,519,896","7,369,232","25,948",
CNS-TSV,2015,11,"11,807",424,46.9,284,"3,353,188","7,143,168","25,152",
CNS-TSV,2015,12,"10,722",370,47.9,284,"3,045,048","6,362,736","22,404",
CNS-TSV,2016,1,"8,967",326,41.6,284,"2,546,628","6,117,644","21,541",
CNS-TSV,2016,2,"10,322",395,43.3,284,"2,931,448","6,766,584","23,826",
CNS-TSV,2016,3,"11,595",420,45.9,284,"3,292,980","7,174,408","25,262",
CNS-TSV,2016,4,"11,544",404,47.5,284,"3,278,496","6,896,656","24,284",
CNS-TSV,2016,5,"12,090",428,47.2,284,"3,433,560","7,274,660","25,615",
CNS-TSV,2016,6,"12,314",447,47.7,284,"3,497,176","7,334,584","25,826",
CNS-TSV,2016,7,"12,910",449,50.1,284,"3,666,440","7,324,928","25,792",
CNS-TSV,2016,8,"12,792",479,47.6,284,"3,632,928","7,634,488","26,882",
CNS-TSV,2016,9,"12,322",437,50.6,284,"3,499,448","6,916,536","24,354",
CNS-TSV,2016,10,"11,935",410,49.5,284,"3,389,540","6,850,364","24,121",
CNS-TSV,2016,11,"11,587",386,49.9,284,"3,290,708","6,591,640","23,210",
CNS-TSV,2016,12,"10,856",386,46.6,284,"3,083,104","6,609,248","23,272",
CNS-TSV,2017,1,"9,532",353,42.5,284,"2,707,088","6,363,304","22,406",
CNS-TSV,2017,2,"10,433",372,47.4,284,"2,962,972","6,246,296","21,994",
CNS-TSV,2017,3,"11,151",389,48.3,284,"3,166,884","6,551,880","23,070",
CNS-TSV,2017,4,"11,232",367,49.2,284,"3,189,888","6,481,732","22,823",
CNS-TSV,2017,5,"12,550",408,51.8,284,"3,564,200","6,880,468","24,227",
CNS-TSV,2017,6,"12,611",400,53.4,284,"3,581,524","6,703,820","23,605",
CNS-TSV,2017,7,"13,437",409,55.8,284,"3,816,108","6,836,448","24,072",
CNS-TSV,2017,8,"12,399",405,51.1,284,"3,521,316","6,891,544","24,266",
CNS-TSV,2017,9,"12,251",376,52.7,284,"3,479,284","6,601,864","23,246",
CNS-TSV,2017,10,"13,011",368,56.4,284,"3,695,124","6,557,276","23,089",
CNS-TSV,2017,11,"12,638",367,57.7,284,"3,589,192","6,215,056","21,884",
CNS-TSV,2017,12,"10,567",327,52.9,284,"3,001,028","5,670,344","19,966",
CNS-TSV,2018,1,"9,415",326,46.8,284,"2,673,860","5,715,216","20,124",
CNS-TSV,2018,2,"11,018",334,55.7,284,"3,129,112","5,619,792","19,788",
CNS-TSV,2018,3,"15,517",360,70.9,284,"4,406,828","6,212,500","21,875",
CNS-TSV,2018,4,"11,805",332,56.3,284,"3,352,620","5,953,776","20,964",
CNS-TSV,2018,5,"13,262",354,60.3,284,"3,766,408","6,242,888","21,982",
CNS-TSV,2018,6,"12,543",335,60,284,"3,562,212","5,936,168","20,902",
CNS-TSV,2018,7,"13,175",339,62.3,284,"3,741,700","6,006,316","21,149",
CNS-TSV,2018,8,"13,383",343,62.7,284,"3,800,772","6,058,856","21,334",
CNS-TSV,2018,9,"12,257",316,61.3,284,"3,480,988","5,676,592","19,988",
CNS-TSV,2018,10,"13,353",333,63.5,284,"3,792,252","5,967,408","21,012",
CNS-TSV,2018,11,"12,881",329,62.2,284,"3,658,204","5,881,640","20,710",
CNS-TSV,2018,12,"10,795",303,53.7,284,"3,065,780","5,706,128","20,092",
CNS-TSV,2019,1,"9,574",311,46.6,284,"2,719,016","5,832,224","20,536",
CNS-TSV,2019,2,"10,521",293,57,284,"2,987,964","5,245,196","18,469",
CNS-TSV,2019,3,"12,108",314,57.5,284,"3,438,672","5,977,632","21,048",
CNS-TSV,2019,4,"11,694",307,58.5,284,"3,321,096","5,678,296","19,994",
CNS-TSV,2019,5,"12,325",334,58.5,284,"3,500,300","5,987,004","21,081",
CNS-TSV,2019,6,"12,580",314,63.1,284,"3,572,720","5,663,528","19,942",
CNS-TSV,2019,7,"12,930",335,61.1,284,"3,672,120","6,009,440","21,160",
CNS-TSV,2019,8,"12,017",334,57,284,"3,412,828","5,987,004","21,081",
CNS-TSV,2019,9,"12,368",319,60.9,284,"3,512,512","5,770,312","20,318",
CNS-TSV,2019,10,"13,177",338,62.1,284,"3,742,268","6,030,456","21,234",
CNS-TSV,2019,11,"12,403",324,60.7,284,"3,522,452","5,798,428","20,417",
CNS-TSV,2019,12,"11,536",317,54.8,284,"3,276,224","5,977,348","21,047",
CNS-TSV,2020,1,"8,766",330,41.6,284,"2,489,544","5,990,128","21,092",
CNS-TSV,2020,2,"10,007",311,51.2,284,"2,841,988","5,551,348","19,547",
CNS-TSV,2020,3,"7,987",320,40.9,284,"2,268,308","5,543,112","19,518",
CNS-TSV,2020,4,"1,303",98,25.8,284,"370,052","1,435,620","5,055",
CNS-TSV,2021,7,"10,404",312,52.5,284,"2,954,736","5,628,312","19,818",
CNS-TSV,2021,8,"8,999",321,45.6,284,"2,555,716","5,606,728","19,742",
CNS-TSV,2021,9,"11,014",295,59,284,"3,127,976","5,304,552","18,678",
CNS-TSV,2021,10,"10,948",297,58.5,284,"3,109,232","5,315,912","18,718",
CNS-TSV,2014,7,"16,918",580,61.7,310,"5,244,580","8,505,160","27,436",
DBO-SYD,2014,8,"17,480",560,66.4,310,"5,418,800","8,161,990","26,329", 
DBO-SYD,2014,9,"18,048",560,69.3,310,"5,594,880","8,077,980","26,058", 
DBO-SYD,2014,10,"17,695",574,65.7,310,"5,485,450","8,346,130","26,923", 
DBO-SYD,2014,11,"16,922",537,68.7,310,"5,245,820","7,630,650","24,615", 
DBO-SYD,2014,12,"14,537",490,63.4,310,"4,506,470","7,106,440","22,924", 
DBO-SYD,2015,1,"12,116",379,66.1,310,"3,755,960","5,686,020","18,342",
DBO-SYD,2015,2,"14,081",503,60.9,310,"4,365,110","7,169,060","23,126", 
DBO-SYD,2015,3,"17,076",571,64.9,310,"5,293,560","8,158,890","26,319", 
DBO-SYD,2015,4,"14,934",537,60.9,310,"4,629,540","7,596,860","24,506", 
DBO-SYD,2015,5,"16,532",564,65,310,"5,124,920","7,884,540","25,434", 
DBO-SYD,2015,6,"15,698",545,63,310,"4,866,380","7,720,240","24,904",
DBO-SYD,2015,7,"16,138",574,62,310,"5,002,780","8,071,780","26,038",
DBO-SYD,2015,8,"16,435",561,63.9,310,"5,094,850","7,972,580","25,718",
DBO-SYD,2015,9,"16,726",563,64.9,310,"5,185,060","7,987,460","25,766",
DBO-SYD,2015,10,"16,535",557,64.8,310,"5,125,850","7,907,790","25,509",
DBO-SYD,2015,11,"16,082",550,64.1,310,"4,985,420","7,783,480","25,108",
DBO-SYD,2015,12,"14,646",478,65,310,"4,540,260","6,985,850","22,535",
DBO-SYD,2016,1,"12,707",389,63.9,310,"3,939,170","6,161,250","19,875",
DBO-SYD,2016,2,"14,544",533,58.9,310,"4,508,640","7,650,180","24,678",
DBO-SYD,2016,3,"16,348",558,62.2,310,"5,067,880","8,143,390","26,269",
DBO-SYD,2016,4,"15,206",533,63.5,310,"4,713,860","7,421,710","23,941",
DBO-SYD,2016,5,"16,654",574,64.8,310,"5,162,740","7,973,200","25,720",
DBO-SYD,2016,6,"15,703",537,64.7,310,"4,867,930","7,524,940","24,274",
DBO-SYD,2016,7,"15,213",553,61.9,310,"4,716,030","7,618,870","24,577",
DBO-SYD,2016,8,"16,252",577,62.7,310,"5,038,120","8,029,000","25,900",
DBO-SYD,2016,9,"16,984",556,67.8,310,"5,265,040","7,765,500","25,050",
DBO-SYD,2016,10,"16,590",537,68.3,310,"5,142,900","7,533,310","24,301",
DBO-SYD,2016,11,"16,776",551,68.1,310,"5,200,560","7,634,370","24,627",
DBO-SYD,2016,12,"15,219",500,64.5,310,"4,717,890","7,319,410","23,611",
DBO-SYD,2017,1,"12,514",419,56.9,310,"3,879,340","6,817,830","21,993",
DBO-SYD,2017,2,"14,156",497,63.4,310,"4,388,360","6,920,440","22,324",
DBO-SYD,2017,3,"17,096",563,67,310,"5,299,760","7,905,000","25,500",
DBO-SYD,2017,4,"15,043",517,63,310,"4,663,330","7,405,590","23,889",
DBO-SYD,2017,5,"17,282",584,64.9,310,"5,354,940","8,257,160","26,655",
DBO-SYD,2017,6,"16,272",543,65.9,310,"5,040,910","7,644,290","24,697",
DBO-SYD,2017,7,"16,105",547,66.1,310,"4,992,550","7,555,320","24,372",
DBO-SYD,2017,8,"17,145",542,68.4,310,"5,314,950","7,765,190","25,049",
DBO-SYD,2017,9,"16,564",499,76.3,310,"5,134,840","6,734,130","21,723",
DBO-SYD,2017,10,"17,259",527,76,310,"5,350,290","7,035,760","22,696",
DBO-SYD,2017,11,"17,039",511,76.2,310,"5,282,090","6,933,150","22,365",
DBO-SYD,2017,12,"14,326",425,71.8,310,"4,441,060","6,183,260","19,946",
DBO-SYD,2018,1,"12,190",356,70.4,310,"3,778,900","5,369,200","17,320",
DBO-SYD,2018,2,"14,006",433,70,310,"4,341,860","6,201,240","20,004",
DBO-SYD,2018,3,"16,826",476,75.3,310,"5,216,060","6,924,160","22,336",
DBO-SYD,2018,4,"15,073",435,68.8,310,"4,672,630","6,789,620","21,902",
DBO-SYD,2018,5,"16,744",485,73,310,"5,190,640","7,106,440","22,924",
DBO-SYD,2018,6,"16,370",446,76.8,310,"5,074,700","6,606,410","21,311",
DBO-SYD,2018,7,"16,241",467,72.4,310,"5,034,710","6,957,330","22,443",
DBO-SYD,2018,8,"17,515",487,75,310,"5,429,650","7,239,430","23,353",
DBO-SYD,2018,9,"16,471",443,78.3,310,"5,106,010","6,522,710","21,041",
DBO-SYD,2018,10,"17,203",478,74.6,310,"5,332,930","7,143,950","23,045",
DBO-SYD,2018,11,"16,408",461,75.6,310,"5,086,480","6,725,760","21,696",
DBO-SYD,2018,12,"13,701",421,69.1,310,"4,247,310","6,150,710","19,841",
DBO-SYD,2019,1,"11,606",383,64.2,310,"3,597,860","5,603,560","18,076",
DBO-SYD,2019,2,"13,852",456,65.6,310,"4,294,120","6,548,440","21,124",
DBO-SYD,2019,3,"16,202",515,68.4,310,"5,022,620","7,345,140","23,694",
DBO-SYD,2019,4,"14,313",448,68.2,310,"4,437,030","6,510,000","21,000",
DBO-SYD,2019,5,"16,296",520,69.4,310,"5,051,760","7,276,630","23,473",
DBO-SYD,2019,6,"14,865",483,68.1,310,"4,608,150","6,762,340","21,814",
DBO-SYD,2019,7,"15,717",531,64.4,310,"4,872,270","7,560,590","24,389",
DBO-SYD,2019,8,"16,197",524,67.2,310,"5,021,070","7,471,000","24,100",
DBO-SYD,2019,9,"15,738",503,67,310,"4,878,780","7,276,940","23,474",
DBO-SYD,2019,10,"17,016",531,68.8,310,"5,274,960","7,671,260","24,746",
DBO-SYD,2019,11,"16,697",508,69.8,310,"5,176,070","7,419,230","23,933",
DBO-SYD,2019,12,"13,538",429,67.2,310,"4,196,780","6,246,810","20,151",
DBO-SYD,2020,1,"11,666",370,66.3,310,"3,616,460","5,451,040","17,584",
DBO-SYD,2020,2,"13,909",473,62.9,310,"4,311,790","6,860,300","22,130",
DBO-SYD,2020,3,"9,859",449,49.6,310,"3,056,290","6,155,670","19,857",
DBO-SYD,2021,3,"9,550",355,53.8,310,"2,960,500","5,505,600","17,760",
DBO-SYD,2021,4,"10,573",354,60.8,310,"3,277,630","5,392,760","17,396",
DBO-SYD,2021,5,"12,242",395,61.7,310,"3,795,020","6,147,300","19,830",
DBO-SYD,2021,6,"9,829",366,55.4,310,"3,046,990","5,504,360","17,756",
DBO-SYD,2021,12,"8,400",349,49.3,310,"2,604,930","5,278,680","17,009",
DBO-SYD,2022,2,"8,495",337,57.4,310,"2,633,450","4,588,310","14,801",
DBO-SYD,2022,3,"12,980",485,59.1,310,"4,023,800","6,811,320","21,972",
DBO-SYD,2022,4,"12,066",420,60.6,310,"3,740,460","6,167,450","19,895",
DBO-SYD,2022,5,"13,266",439,64.7,310,"4,112,460","6,356,240","20,504",
DBO-SYD,2022,6,"13,038",431,65.5,310,"4,041,780","6,172,100","19,910",
DBO-SYD,2022,7,"12,945",487,54.8,310,"4,012,950","7,327,160","23,636",
DBO-SYD,2022,8,"13,866",495,53.9,310,"4,298,460","7,981,260","25,746",
DBO-SYD,2022,9,"14,345",465,60,310,"4,446,950","7,405,900","23,890",
DBO-SYD,2022,10,"13,861",451,58.7,310,"4,296,910","7,322,200","23,620",
DBO-SYD,2022,11,"14,405",453,61.9,310,"4,465,550","7,216,800","23,280",
DBO-SYD,2022,12,"12,367",434,53.9,310,"3,833,770","7,116,360","22,956",
DBO-SYD,2023,1,"10,244",370,49.4,310,"3,175,640","6,423,510","20,721",
DBO-SYD,2023,2,"12,626",431,57.3,310,"3,914,060","6,836,430","22,053",
DBO-SYD,2023,3,"16,160",488,63.6,310,"5,009,600","7,874,000","25,400",
DBO-SYD,2023,4,"12,960",419,58.6,310,"4,017,600","6,860,920","22,132",
DBO-SYD,2023,5,"16,275",484,65.3,310,"5,045,250","7,724,270","24,917",
DBO-SYD,2023,6,"15,600",445,66.4,310,"4,836,000","7,280,970","23,487",
DBO-SYD,2023,7,"15,379",451,63.4,310,"4,767,490","7,521,220","24,262",
DBO-SYD,2023,8,"16,441",482,65.6,310,"5,096,710","7,773,560","25,076",
DBO-SYD,2023,9,"15,913",438,69.2,310,"4,933,030","7,130,000","23,000",
DBO-SYD,2023,10,"16,178",447,67,310,"5,015,180","7,487,430","24,153",
DBO-SYD,2023,11,"16,329",461,66.9,310,"5,061,990","7,568,960","24,416",
DBO-SYD,2023,12,"13,595",409,62.5,310,"4,214,450","6,745,600","21,760",
DBO-SYD,2024,1,"11,357",345,59,310,"3,520,670","5,965,020","19,242",
DBO-SYD,2024,2,"13,254",416,60.6,310,"4,108,740","6,783,110","21,881",
DBO-SYD,2024,3,"15,208",420,66.7,310,"4,714,480","7,072,960","22,816",
DBO-SYD,2024,4,"13,939",453,58.2,310,"4,321,090","7,430,700","23,970",
DBO-SYD,2024,5,"15,784",493,60.9,310,"4,893,040","8,033,340","25,914",
DBO-SYD,2024,6,"14,531",449,62.1,310,"4,504,610","7,254,000","23,400",
DBO-SYD,2024,7,"14,451",471,58.8,310,"4,479,810","7,624,140","24,594",
DBO-SYD,2024,8,"15,668",477,62.6,310,"4,857,080","7,763,020","25,042",
DBO-SYD,2024,9,"14,820",458,62.2,310,"4,594,200","7,381,720","23,812",
DBO-SYD,2024,10,"15,921",487,62.5,310,"4,935,510","7,891,050","25,455",
DBO-SYD,2024,11,"15,425",456,65.3,310,"4,781,750","7,325,920","23,632",
DBO-SYD,2024,12,"12,604",382,59.6,310,"3,907,240","6,560,840","21,164",
DBO-SYD,2025,1,"11,339",321,60.1,310,"3,515,090","5,849,080","18,868",
DBO-SYD,2025,2,"12,802",369,63.4,310,"3,968,620","6,255,180","20,178",
DBO-SYD,2025,3,"14,840",419,67.2,310,"4,600,400","6,842,940","22,074",
DBO-SYD,2025,4,"13,628",399,65.6,310,"4,224,680","6,439,940","20,774",
DBO-SYD,2025,5,"14,951",438,66.6,310,"4,634,810","6,955,160","22,436",
DBO-SYD,2025,6,"14,131",425,65.6,310,"4,380,610","6,675,540","21,534",
DBO-SYD,2025,7,"14,631",454,63.6,310,"4,535,610","7,128,140","22,994",
DBO-SYD,2025,8,"15,424",439,68.9,310,"4,781,440","6,940,900","22,390",
DBO-SYD,2025,9,"15,508",431,68.7,310,"4,807,480","6,995,770","22,567",
DBO-SYD,2025,10,"16,604",449,69.9,310,"5,147,240","7,360,020","23,742",
DBO-SYD,2025,11,"15,994",437,69.6,310,"4,958,140","7,128,140","22,994",
DBO-SYD,2025,12,"13,423",355,66.9,310,"4,161,130","6,222,010","20,071",
DBO-SYD,2022,11,"10,095",325,69.1,412,"4,159,140","6,022,616","13,982",
DPO-MEL,2022,12,"10,720",358,67.1,412,"4,416,640","6,583,760","15,980",
DPO-MEL,2023,1,"9,797",360,61,412,"4,036,364","6,611,776","16,048",
DPO-MEL,2023,2,"9,014",304,65.8,412,"3,713,768","5,641,516","13,693",
DPO-MEL,2023,3,"11,607",348,74.1,412,"4,782,084","6,456,864","15,672",
DPO-MEL,2023,4,"10,374",317,72.6,412,"4,274,088","5,886,656","14,288",
DPO-MEL,2023,5,"9,856",313,70.2,412,"4,060,672","5,781,596","14,033",
DPO-MEL,2023,6,"9,233",298,68.1,412,"3,803,996","5,583,012","13,551",
DPO-MEL,2023,7,"10,523",332,70,412,"4,335,476","6,193,596","15,033",
DPO-MEL,2023,8,"10,118",323,69.2,412,"4,168,616","6,021,380","14,615",
DPO-MEL,2023,9,"9,099",284,69.6,412,"3,748,788","5,388,960","13,080",
DPO-MEL,2023,10,"10,492",301,75.9,412,"4,322,704","5,693,840","13,820",
DPO-MEL,2023,11,"10,381",315,72.1,412,"4,276,972","5,928,680","14,390",
DPO-MEL,2023,12,"10,744",334,70.7,412,"4,426,528","6,260,752","15,196",
DPO-MEL,2024,1,"9,135",301,65.7,412,"3,763,620","5,725,976","13,898",
DPO-MEL,2024,2,"9,802",314,69.2,412,"4,038,424","5,835,980","14,165",
DPO-MEL,2024,3,"10,590",312,73.6,412,"4,363,080","5,927,032","14,386",
DPO-MEL,2024,4,"10,602",312,74.1,412,"4,368,024","5,893,248","14,304",
DPO-MEL,2024,5,"10,451",311,72.3,412,"4,305,812","5,958,344","14,462",
DPO-MEL,2024,6,"9,593",297,70,412,"3,952,316","5,643,988","13,699",
DPO-MEL,2024,7,"10,968",332,72.8,412,"4,518,816","6,204,720","15,060",
DPO-MEL,2024,8,"10,945",333,72.7,412,"4,509,340","6,200,600","15,050",
DPO-MEL,2024,9,"9,994",319,68.9,412,"4,117,528","5,978,120","14,510",
DPO-MEL,2024,10,"11,075",322,76.7,412,"4,562,900","5,948,044","14,437",
DPO-MEL,2024,11,"10,729",292,80.6,412,"4,420,348","5,481,248","13,304",
DPO-MEL,2024,12,"10,718",294,74.7,412,"4,415,816","5,911,376","14,348",
DPO-MEL,2025,1,"10,714",247,72.8,412,"4,414,168","6,065,052","14,721",
DPO-MEL,2025,2,"10,956",253,72.6,412,"4,513,872","6,219,140","15,095",
DPO-MEL,2025,3,"12,508",289,73.5,412,"5,153,296","7,011,828","17,019",
DPO-MEL,2025,4,"13,033",293,73.4,412,"5,369,596","7,317,944","17,762",
DPO-MEL,2025,5,"12,670",295,70.8,412,"5,220,040","7,369,032","17,886",
