Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2018,4,201804,Perth,Port Hedland,Perth - Port Hedland,687,882.7646018
2018,4,201804,Perth,Sydney,Perth - Sydney,349.9,449.6060177
2018,4,201804,Port Macquarie,Sydney,Port Macquarie - Sydney,274.02,352.1035752
2018,4,201804,Sydney,Tamworth,Sydney - Tamworth,278,357.2176991
2018,4,201804,Sydney,Townsville,Sydney - Townsville,258,331.5185841
2018,4,201804,Sydney,Wagga Wagga,Sydney - Wagga Wagga,330.5,424.6778761
2018,4,201804,Newcastle,Gold Coast,Newcastle - Gold Coast,180,231.2920354
2018,5,201805,Adelaide,Alice Springs,Adelaide - Alice Springs,458,588.5097345
2018,5,201805,Adelaide,Brisbane,Adelaide - Brisbane,197.9,254.2927434
2018,5,201805,Adelaide,Canberra,Adelaide - Canberra,380.01,488.2960354
2018,5,201805,Adelaide,Darwin,Adelaide - Darwin,538,691.3061947
2018,5,201805,Adelaide,Gold Coast,Adelaide - Gold Coast,310,398.3362832
2018,5,201805,Adelaide,Melbourne,Adelaide - Melbourne,118,151.6247788
2018,5,201805,Adelaide,Perth,Adelaide - Perth,348,447.1646018
2018,5,201805,Adelaide,Port Lincoln,Adelaide - Port Lincoln,277.75,356.8964602
2018,5,201805,Adelaide,Sydney,Adelaide - Sydney,199.9,256.8626549
2018,5,201805,Albury,Sydney,Albury - Sydney,267.99,344.355292
2018,5,201805,Alice Springs,Darwin,Alice Springs - Darwin,642,824.9415929
2018,5,201805,Armidale,Sydney,Armidale - Sydney,291.61,374.7059469
2018,5,201805,Avalon,Sydney,Avalon - Sydney,98,125.9256637
2018,5,201805,Ayers Rock,Sydney,Ayers Rock - Sydney,568,729.8548673
2018,5,201805,Ballina,Sydney,Ballina - Sydney,120,154.1946903
2018,5,201805,Brisbane,Cairns,Brisbane - Cairns,268,344.3681416
2018,5,201805,Brisbane,Canberra,Brisbane - Canberra,356,457.4442478
2018,5,201805,Brisbane,Darwin,Brisbane - Darwin,199.9,256.8626549
2018,5,201805,Brisbane,Emerald,Brisbane - Emerald,382.01,490.8659469
2018,5,201805,Brisbane,Gladstone,Brisbane - Gladstone,268,344.3681416
2018,5,201805,Brisbane,Hamilton Island,Brisbane - Hamilton Island,270.01,346.9509027
2018,5,201805,Brisbane,Hobart,Brisbane - Hobart,334,429.1752212
2018,5,201805,Brisbane,Mackay,Brisbane - Mackay,194,249.2814159
2018,5,201805,Brisbane,Melbourne,Brisbane - Melbourne,168.9,217.0290265
2018,5,201805,Brisbane,Mount Isa,Brisbane - Mount Isa,768,986.8460177
2018,5,201805,Brisbane,Perth,Brisbane - Perth,494,634.7681416
2018,5,201805,Brisbane,Proserpine,Brisbane - Proserpine,176,226.1522124
2018,5,201805,Brisbane,Rockhampton,Brisbane - Rockhampton,301,386.7716814
2018,5,201805,Brisbane,Sydney,Brisbane - Sydney,119.9,154.0661947
2018,5,201805,Brisbane,Townsville,Brisbane - Townsville,238,305.819469
2018,5,201805,Brisbane,Newcastle,Brisbane - Newcastle,128,164.4743363
2018,5,201805,Broome,Perth,Broome - Perth,602.01,773.5562124
2018,5,201805,Bundaberg,Brisbane,Bundaberg - Brisbane,264,339.2283186
2018,5,201805,Cairns,Gold Coast,Cairns - Gold Coast,248,318.6690265
2018,5,201805,Cairns,Melbourne,Cairns - Melbourne,279.9,359.659115
2018,5,201805,Cairns,Sydney,Cairns - Sydney,264.9,340.3847788
2018,5,201805,Cairns,Townsville,Cairns - Townsville,283,363.6424779
2018,5,201805,Canberra,Melbourne,Canberra - Melbourne,169.9,218.3139823
2018,5,201805,Canberra,Sydney,Canberra - Sydney,270,346.9380531
2018,5,201805,Coffs Harbour,Sydney,Coffs Harbour - Sydney,124.9,160.4909735
2018,5,201805,Darwin,Melbourne,Darwin - Melbourne,538,691.3061947
2018,5,201805,Darwin,Perth,Darwin - Perth,929.82,1194.777558
2018,5,201805,Darwin,Sydney,Darwin - Sydney,438,562.8106195
2018,5,201805,Devonport,Melbourne,Devonport - Melbourne,314,403.4761062
2018,5,201805,Dubbo,Sydney,Dubbo - Sydney,354.71,455.7866549
2018,5,201805,Gold Coast,Sydney,Gold Coast - Sydney,99.9,128.3670796
2018,5,201805,Hamilton Island,Sydney,Hamilton Island - Sydney,238,305.819469
2018,5,201805,Hobart,Melbourne,Hobart - Melbourne,203.9,262.0024779
2018,5,201805,Hobart,Sydney,Hobart - Sydney,324,416.3256637
2018,5,201805,Kalgoorlie,Perth,Kalgoorlie - Perth,498.73,640.8459823
2018,5,201805,Karratha,Perth,Karratha - Perth,649.99,835.2083894
2018,5,201805,Launceston,Melbourne,Launceston - Melbourne,118,151.6247788
2018,5,201805,Launceston,Sydney,Launceston - Sydney,194,249.2814159
2018,5,201805,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,234,300.679646
2018,5,201805,Sunshine Coast,Sydney,Sunshine Coast - Sydney,208,267.2707965
2018,5,201805,Melbourne,Gold Coast,Melbourne - Gold Coast,197,253.1362832
2018,5,201805,Melbourne,Mildura,Melbourne - Mildura,250,321.2389381
2018,5,201805,Melbourne,Perth,Melbourne - Perth,359.9,462.4555752
2018,5,201805,Melbourne,Sydney,Melbourne - Sydney,138.9,178.480354
2018,5,201805,Melbourne,Townsville,Melbourne - Townsville,177.9,228.5936283
2018,5,201805,Melbourne,Newcastle,Melbourne - Newcastle,120,154.1946903
2018,5,201805,Paraburdoo,Perth,Paraburdoo - Perth,1078,1385.182301
2018,5,201805,Perth,Newman,Perth - Newman,629.99,809.5092743
2018,5,201805,Perth,Port Hedland,Perth - Port Hedland,655,841.6460177
2018,5,201805,Perth,Sydney,Perth - Sydney,437.9,562.6821239
2018,5,201805,Port Macquarie,Sydney,Port Macquarie - Sydney,274.01,352.0907257
2018,5,201805,Sydney,Tamworth,Sydney - Tamworth,278,357.2176991
2018,5,201805,Sydney,Townsville,Sydney - Townsville,318,408.6159292
2018,5,201805,Sydney,Wagga Wagga,Sydney - Wagga Wagga,321.51,413.1261239
2018,5,201805,Newcastle,Gold Coast,Newcastle - Gold Coast,210,269.840708
2018,6,201806,Adelaide,Alice Springs,Adelaide - Alice Springs,616,791.5327434
2018,6,201806,Adelaide,Brisbane,Adelaide - Brisbane,218.9,281.2768142
2018,6,201806,Adelaide,Canberra,Adelaide - Canberra,448,575.660177
2018,6,201806,Adelaide,Darwin,Adelaide - Darwin,908,1166.739823
2018,6,201806,Adelaide,Gold Coast,Adelaide - Gold Coast,297,381.6318584
2018,6,201806,Adelaide,Melbourne,Adelaide - Melbourne,124.9,160.4909735
2018,6,201806,Adelaide,Perth,Adelaide - Perth,318,408.6159292
2018,6,201806,Adelaide,Port Lincoln,Adelaide - Port Lincoln,284.35,365.3771681
2018,6,201806,Adelaide,Sydney,Adelaide - Sydney,152,195.3132743
2018,6,201806,Albury,Sydney,Albury - Sydney,277.44,356.4981239
2018,6,201806,Alice Springs,Darwin,Alice Springs - Darwin,648.99,833.9234336
2018,6,201806,Armidale,Sydney,Armidale - Sydney,298.21,383.1866549
2018,6,201806,Avalon,Sydney,Avalon - Sydney,108,138.7752212
2018,6,201806,Ayers Rock,Sydney,Ayers Rock - Sydney,710,912.3185841
2018,6,201806,Ballina,Sydney,Ballina - Sydney,112,143.9150442
2018,6,201806,Brisbane,Cairns,Brisbane - Cairns,324,416.3256637
2018,6,201806,Brisbane,Canberra,Brisbane - Canberra,409.14,525.7267965
2018,6,201806,Brisbane,Darwin,Brisbane - Darwin,589.9,757.9953982
2018,6,201806,Brisbane,Emerald,Brisbane - Emerald,443.59,569.9935221
2018,6,201806,Brisbane,Gladstone,Brisbane - Gladstone,276.3,355.0332743
2018,6,201806,Brisbane,Hamilton Island,Brisbane - Hamilton Island,394.54,506.9664425
2018,6,201806,Brisbane,Hobart,Brisbane - Hobart,449,576.9451327
2018,6,201806,Brisbane,Mackay,Brisbane - Mackay,201,258.2761062
2018,6,201806,Brisbane,Melbourne,Brisbane - Melbourne,208.9,268.4272566
2018,6,201806,Brisbane,Mount Isa,Brisbane - Mount Isa,769.83,989.1974867
2018,6,201806,Brisbane,Perth,Brisbane - Perth,617.98,794.0769558
2018,6,201806,Brisbane,Proserpine,Brisbane - Proserpine,307,394.4814159
2018,6,201806,Brisbane,Rockhampton,Brisbane - Rockhampton,298.64,383.7391858
2018,6,201806,Brisbane,Sydney,Brisbane - Sydney,152.9,196.4697345
2018,6,201806,Brisbane,Townsville,Brisbane - Townsville,368,472.8637168
2018,6,201806,Brisbane,Newcastle,Brisbane - Newcastle,146,187.6035398
2018,6,201806,Broome,Perth,Broome - Perth,709.6,911.8046018
2018,6,201806,Bundaberg,Brisbane,Bundaberg - Brisbane,277.98,357.192
2018,6,201806,Cairns,Gold Coast,Cairns - Gold Coast,310,398.3362832
2018,6,201806,Cairns,Melbourne,Cairns - Melbourne,329.9,423.9069027
2018,6,201806,Cairns,Sydney,Cairns - Sydney,359.9,462.4555752
2018,6,201806,Cairns,Townsville,Cairns - Townsville,289,371.3522124
2018,6,201806,Canberra,Melbourne,Canberra - Melbourne,194.9,250.4378761
2018,6,201806,Canberra,Sydney,Canberra - Sydney,307.19,394.7255575
2018,6,201806,Coffs Harbour,Sydney,Coffs Harbour - Sydney,114.9,147.6414159
2018,6,201806,Darwin,Melbourne,Darwin - Melbourne,536,688.7362832
2018,6,201806,Darwin,Perth,Darwin - Perth,895,1150.035398
2018,6,201806,Darwin,Sydney,Darwin - Sydney,628,806.9522124
2018,6,201806,Devonport,Melbourne,Devonport - Melbourne,323,415.040708
2018,6,201806,Dubbo,Sydney,Dubbo - Sydney,328.66,422.3135575
2018,6,201806,Gold Coast,Sydney,Gold Coast - Sydney,142.9,183.620177
2018,6,201806,Hamilton Island,Sydney,Hamilton Island - Sydney,315,404.7610619
2018,6,201806,Hobart,Melbourne,Hobart - Melbourne,161,206.8778761
2018,6,201806,Hobart,Sydney,Hobart - Sydney,227,291.6849558
2018,6,201806,Kalgoorlie,Perth,Kalgoorlie - Perth,557.01,715.7332035
2018,6,201806,Karratha,Perth,Karratha - Perth,649.59,834.6944071
2018,6,201806,Launceston,Melbourne,Launceston - Melbourne,121,155.479646
2018,6,201806,Launceston,Sydney,Launceston - Sydney,200,256.9911504
2018,6,201806,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,287,368.7823009
2018,6,201806,Sunshine Coast,Sydney,Sunshine Coast - Sydney,222,285.260177
2018,6,201806,Melbourne,Gold Coast,Melbourne - Gold Coast,289.9,372.5086726
2018,6,201806,Melbourne,Mildura,Melbourne - Mildura,254,326.3787611
2018,6,201806,Melbourne,Perth,Melbourne - Perth,463,594.9345133
2018,6,201806,Melbourne,Sydney,Melbourne - Sydney,154,197.8831858
2018,6,201806,Melbourne,Townsville,Melbourne - Townsville,494.9,635.9246018
2018,6,201806,Melbourne,Newcastle,Melbourne - Newcastle,123,158.0495575
2018,6,201806,Paraburdoo,Perth,Paraburdoo - Perth,832,1069.083186
2018,6,201806,Perth,Newman,Perth - Newman,628.57,807.6846372
2018,6,201806,Perth,Port Hedland,Perth - Port Hedland,649.66,834.784354
2018,6,201806,Perth,Sydney,Perth - Sydney,379.9,488.1546903
2018,6,201806,Port Macquarie,Sydney,Port Macquarie - Sydney,277.46,356.523823
2018,6,201806,Sydney,Tamworth,Sydney - Tamworth,278,357.2176991
2018,6,201806,Sydney,Townsville,Sydney - Townsville,323,415.040708
2018,6,201806,Sydney,Wagga Wagga,Sydney - Wagga Wagga,328.35,421.9152212
2018,6,201806,Newcastle,Gold Coast,Newcastle - Gold Coast,200,256.9911504
2018,7,201807,Adelaide,Alice Springs,Adelaide - Alice Springs,500,639.6475771
2018,7,201807,Adelaide,Brisbane,Adelaide - Brisbane,178.9,228.8659031
2018,7,201807,Adelaide,Canberra,Adelaide - Canberra,386,493.8079295
2018,7,201807,Adelaide,Darwin,Adelaide - Darwin,878,1123.221145
2018,7,201807,Adelaide,Gold Coast,Adelaide - Gold Coast,285,364.5991189
2018,7,201807,Adelaide,Melbourne,Adelaide - Melbourne,99.9,127.8015859
2018,7,201807,Adelaide,Perth,Adelaide - Perth,389,497.645815
2018,7,201807,Adelaide,Port Lincoln,Adelaide - Port Lincoln,290.96,372.2237181
2018,7,201807,Adelaide,Sydney,Adelaide - Sydney,154.9,198.1628194
2018,7,201807,Albury,Sydney,Albury - Sydney,297.63,380.7566167
2018,7,201807,Alice Springs,Darwin,Alice Springs - Darwin,694,887.830837
2018,7,201807,Armidale,Sydney,Armidale - Sydney,298.22,381.5114009
2018,7,201807,Avalon,Sydney,Avalon - Sydney,98,125.3709251
2018,7,201807,Ayers Rock,Sydney,Ayers Rock - Sydney,629,804.676652
2018,7,201807,Ballina,Sydney,Ballina - Sydney,134,171.4255507
2018,7,201807,Brisbane,Cairns,Brisbane - Cairns,224,286.5621145
2018,7,201807,Brisbane,Canberra,Brisbane - Canberra,407.62,521.4662907
2018,7,201807,Brisbane,Darwin,Brisbane - Darwin,408.9,523.1037885
2018,7,201807,Brisbane,Emerald,Brisbane - Emerald,344.43,440.62763
2018,7,201807,Brisbane,Gladstone,Brisbane - Gladstone,291.37,372.7482291
2018,7,201807,Brisbane,Hamilton Island,Brisbane - Hamilton Island,259.5,331.9770925
2018,7,201807,Brisbane,Hobart,Brisbane - Hobart,449,574.4035242
2018,7,201807,Brisbane,Mackay,Brisbane - Mackay,215,275.0484581
2018,7,201807,Brisbane,Melbourne,Brisbane - Melbourne,189.9,242.9381498
2018,7,201807,Brisbane,Mount Isa,Brisbane - Mount Isa,740,946.6784141
2018,7,201807,Brisbane,Perth,Brisbane - Perth,568.77,727.6247048
2018,7,201807,Brisbane,Proserpine,Brisbane - Proserpine,228,291.6792952
2018,7,201807,Brisbane,Rockhampton,Brisbane - Rockhampton,329.15,421.08
2018,7,201807,Brisbane,Sydney,Brisbane - Sydney,128.9,164.9011454
2018,7,201807,Brisbane,Townsville,Brisbane - Townsville,275,351.8061674
2018,7,201807,Brisbane,Newcastle,Brisbane - Newcastle,134,171.4255507
2018,7,201807,Broome,Perth,Broome - Perth,829.04,1060.586855
2018,7,201807,Bundaberg,Brisbane,Bundaberg - Brisbane,294.02,376.1383612
2018,7,201807,Cairns,Gold Coast,Cairns - Gold Coast,354,452.8704846
2018,7,201807,Cairns,Melbourne,Cairns - Melbourne,422,539.8625551
2018,7,201807,Cairns,Sydney,Cairns - Sydney,360,460.5462555
2018,7,201807,Cairns,Townsville,Cairns - Townsville,290,370.9955947
2018,7,201807,Canberra,Melbourne,Canberra - Melbourne,169.9,217.3522467
2018,7,201807,Canberra,Sydney,Canberra - Sydney,308.11,394.16363
2018,7,201807,Coffs Harbour,Sydney,Coffs Harbour - Sydney,169.9,217.3522467
2018,7,201807,Darwin,Melbourne,Darwin - Melbourne,562,718.9638767
2018,7,201807,Darwin,Perth,Darwin - Perth,807,1032.391189
2018,7,201807,Darwin,Sydney,Darwin - Sydney,565,722.8017621
2018,7,201807,Devonport,Melbourne,Devonport - Melbourne,326,417.0502203
2018,7,201807,Dubbo,Sydney,Dubbo - Sydney,329.02,420.9136916
2018,7,201807,Gold Coast,Sydney,Gold Coast - Sydney,104.9,134.1980617
2018,7,201807,Hamilton Island,Sydney,Hamilton Island - Sydney,293,374.8334802
2018,7,201807,Hobart,Melbourne,Hobart - Melbourne,120.9,154.6667841
2018,7,201807,Hobart,Sydney,Hobart - Sydney,216,276.3277533
2018,7,201807,Kalgoorlie,Perth,Kalgoorlie - Perth,445.36,569.7468899
2018,7,201807,Karratha,Perth,Karratha - Perth,649.59,831.0173392
2018,7,201807,Launceston,Melbourne,Launceston - Melbourne,190,243.0660793
2018,7,201807,Launceston,Sydney,Launceston - Sydney,214,273.769163
2018,7,201807,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,318,406.815859
2018,7,201807,Sunshine Coast,Sydney,Sunshine Coast - Sydney,201,257.138326
2018,7,201807,Melbourne,Gold Coast,Melbourne - Gold Coast,168.9,216.0729515
2018,7,201807,Melbourne,Mildura,Melbourne - Mildura,254,324.9409692
2018,7,201807,Melbourne,Perth,Melbourne - Perth,369.9,473.2112775
2018,7,201807,Melbourne,Sydney,Melbourne - Sydney,128.9,164.9011454
2018,7,201807,Melbourne,Townsville,Melbourne - Townsville,386,493.8079295
2018,7,201807,Melbourne,Newcastle,Melbourne - Newcastle,123,157.353304
2018,7,201807,Paraburdoo,Perth,Paraburdoo - Perth,832,1064.373568
2018,7,201807,Perth,Newman,Perth - Newman,628.83,804.4591718
2018,7,201807,Perth,Port Hedland,Perth - Port Hedland,649.66,831.1068899
2018,7,201807,Perth,Sydney,Perth - Sydney,354.9,454.0218502
2018,7,201807,Port Macquarie,Sydney,Port Macquarie - Sydney,277.73,355.2986432
2018,7,201807,Sydney,Tamworth,Sydney - Tamworth,280,358.2026432
2018,7,201807,Sydney,Townsville,Sydney - Townsville,387,495.0872247
2018,7,201807,Sydney,Wagga Wagga,Sydney - Wagga Wagga,328.6,420.3763877
2018,7,201807,Newcastle,Gold Coast,Newcastle - Gold Coast,204,260.9762115
2018,8,201808,Adelaide,Alice Springs,Adelaide - Alice Springs,456.52,584.0238238
2018,8,201808,Adelaide,Brisbane,Adelaide - Brisbane,225.9,288.9927753
2018,8,201808,Adelaide,Canberra,Adelaide - Canberra,456.86,584.4587841
2018,8,201808,Adelaide,Darwin,Adelaide - Darwin,348,445.1947137
2018,8,201808,Adelaide,Gold Coast,Adelaide - Gold Coast,285,364.5991189
2018,8,201808,Adelaide,Melbourne,Adelaide - Melbourne,114,145.8396476
2018,8,201808,Adelaide,Perth,Adelaide - Perth,348,445.1947137
2018,8,201808,Adelaide,Port Lincoln,Adelaide - Port Lincoln,290.96,372.2237181
2018,8,201808,Adelaide,Sydney,Adelaide - Sydney,157.9,202.0007048
2018,8,201808,Albury,Sydney,Albury - Sydney,267.34,342.0067665
2018,8,201808,Alice Springs,Darwin,Alice Springs - Darwin,649.96,831.4906784
2018,8,201808,Armidale,Sydney,Armidale - Sydney,298.22,381.5114009
2018,8,201808,Avalon,Sydney,Avalon - Sydney,98,125.3709251
2018,8,201808,Ayers Rock,Sydney,Ayers Rock - Sydney,604,772.6942731
2018,8,201808,Ballina,Sydney,Ballina - Sydney,155,198.2907489
2018,8,201808,Brisbane,Cairns,Brisbane - Cairns,211,269.9312775
2018,8,201808,Brisbane,Canberra,Brisbane - Canberra,407.23,520.9673656
2018,8,201808,Brisbane,Darwin,Brisbane - Darwin,269.9,345.2817621
2018,8,201808,Brisbane,Emerald,Brisbane - Emerald,344.19,440.3205991
2018,8,201808,Brisbane,Gladstone,Brisbane - Gladstone,318,406.815859
2018,8,201808,Brisbane,Hamilton Island,Brisbane - Hamilton Island,511.77,654.7048811
2018,8,201808,Brisbane,Hobart,Brisbane - Hobart,375,479.7356828
2018,8,201808,Brisbane,Mackay,Brisbane - Mackay,191,244.3453744
2018,8,201808,Brisbane,Melbourne,Brisbane - Melbourne,178.9,228.8659031
2018,8,201808,Brisbane,Mount Isa,Brisbane - Mount Isa,769.83,984.8397885
2018,8,201808,Brisbane,Perth,Brisbane - Perth,600,767.5770925
2018,8,201808,Brisbane,Proserpine,Brisbane - Proserpine,240,307.030837
2018,8,201808,Brisbane,Rockhampton,Brisbane - Rockhampton,350,447.753304
2018,8,201808,Brisbane,Sydney,Brisbane - Sydney,133.9,171.2976211
2018,8,201808,Brisbane,Townsville,Brisbane - Townsville,275,351.8061674
2018,8,201808,Brisbane,Newcastle,Brisbane - Newcastle,146,186.7770925
2018,8,201808,Broome,Perth,Broome - Perth,658.86,842.8764053
2018,8,201808,Bundaberg,Brisbane,Bundaberg - Brisbane,294.02,376.1383612
2018,8,201808,Cairns,Gold Coast,Cairns - Gold Coast,264,337.7339207
2018,8,201808,Cairns,Melbourne,Cairns - Melbourne,348,445.1947137
2018,8,201808,Cairns,Sydney,Cairns - Sydney,254.9,326.0923348
2018,8,201808,Cairns,Townsville,Cairns - Townsville,290,370.9955947
2018,8,201808,Canberra,Melbourne,Canberra - Melbourne,194.9,249.3346256
2018,8,201808,Canberra,Sydney,Canberra - Sydney,307.79,393.7542555
2018,8,201808,Coffs Harbour,Sydney,Coffs Harbour - Sydney,139.9,178.9733921
2018,8,201808,Darwin,Melbourne,Darwin - Melbourne,386,493.8079295
2018,8,201808,Darwin,Perth,Darwin - Perth,677.51,866.7352599
2018,8,201808,Darwin,Sydney,Darwin - Sydney,394,504.0422907
2018,8,201808,Devonport,Melbourne,Devonport - Melbourne,326,417.0502203
2018,8,201808,Dubbo,Sydney,Dubbo - Sydney,329.02,420.9136916
2018,8,201808,Gold Coast,Sydney,Gold Coast - Sydney,102,130.4881057
2018,8,201808,Hamilton Island,Sydney,Hamilton Island - Sydney,248,317.2651982
2018,8,201808,Hobart,Melbourne,Hobart - Melbourne,112,143.2810573
2018,8,201808,Hobart,Sydney,Hobart - Sydney,237,303.1929515
2018,8,201808,Kalgoorlie,Perth,Kalgoorlie - Perth,556.51,711.9405463
2018,8,201808,Karratha,Perth,Karratha - Perth,714.16,913.6214273
2018,8,201808,Launceston,Melbourne,Launceston - Melbourne,138,176.5427313
2018,8,201808,Launceston,Sydney,Launceston - Sydney,154,197.0114537
2018,8,201808,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,256,327.4995595
2018,8,201808,Sunshine Coast,Sydney,Sunshine Coast - Sydney,222,284.0035242
2018,8,201808,Melbourne,Gold Coast,Melbourne - Gold Coast,178.9,228.8659031
2018,8,201808,Melbourne,Mildura,Melbourne - Mildura,254,324.9409692
2018,8,201808,Melbourne,Perth,Melbourne - Perth,444,568.0070485
2018,8,201808,Melbourne,Sydney,Melbourne - Sydney,142,181.6599119
2018,8,201808,Melbourne,Townsville,Melbourne - Townsville,401,512.9973568
2018,8,201808,Melbourne,Newcastle,Melbourne - Newcastle,143,182.939207
2018,8,201808,Paraburdoo,Perth,Paraburdoo - Perth,832,1064.373568
2018,8,201808,Perth,Newman,Perth - Newman,628.57,804.1265551
2018,8,201808,Perth,Port Hedland,Perth - Port Hedland,649.66,831.1068899
2018,8,201808,Perth,Sydney,Perth - Sydney,334.9,428.4359471
2018,8,201808,Port Macquarie,Sydney,Port Macquarie - Sydney,277.73,355.2986432
2018,8,201808,Sydney,Tamworth,Sydney - Tamworth,280,358.2026432
2018,8,201808,Sydney,Townsville,Sydney - Townsville,242,309.5894273
2018,8,201808,Sydney,Wagga Wagga,Sydney - Wagga Wagga,328.6,420.3763877
2018,8,201808,Newcastle,Gold Coast,Newcastle - Gold Coast,180,230.2731278
2018,9,201809,Adelaide,Alice Springs,Adelaide - Alice Springs,508,649.8819383
2018,9,201809,Adelaide,Brisbane,Adelaide - Brisbane,405.9,519.2659031
2018,9,201809,Adelaide,Canberra,Adelaide - Canberra,500,639.6475771
2018,9,201809,Adelaide,Darwin,Adelaide - Darwin,378,483.5735683
2018,9,201809,Adelaide,Gold Coast,Adelaide - Gold Coast,526,672.9092511
2018,9,201809,Adelaide,Melbourne,Adelaide - Melbourne,145,185.4977974
2018,9,201809,Adelaide,Perth,Adelaide - Perth,426,544.9797357
2018,9,201809,Adelaide,Port Lincoln,Adelaide - Port Lincoln,292.56,374.2705903
2018,9,201809,Adelaide,Sydney,Adelaide - Sydney,206,263.5348018
2018,9,201809,Albury,Sydney,Albury - Sydney,298.01,381.2427489
2018,9,201809,Alice Springs,Darwin,Alice Springs - Darwin,696,890.3894273
2018,9,201809,Armidale,Sydney,Armidale - Sydney,327.66,419.1738502
2018,9,201809,Avalon,Sydney,Avalon - Sydney,138,176.5427313
2018,9,201809,Ayers Rock,Sydney,Ayers Rock - Sydney,660,844.3348018
2018,9,201809,Ballina,Sydney,Ballina - Sydney,134,171.4255507
2018,9,201809,Brisbane,Cairns,Brisbane - Cairns,273,349.2475771
2018,9,201809,Brisbane,Canberra,Brisbane - Canberra,418,534.7453744
2018,9,201809,Brisbane,Darwin,Brisbane - Darwin,254.9,326.0923348
2018,9,201809,Brisbane,Emerald,Brisbane - Emerald,505,646.0440529
2018,9,201809,Brisbane,Gladstone,Brisbane - Gladstone,310,396.5814978
2018,9,201809,Brisbane,Hamilton Island,Brisbane - Hamilton Island,535,684.4229075
2018,9,201809,Brisbane,Hobart,Brisbane - Hobart,388,496.3665198
2018,9,201809,Brisbane,Mackay,Brisbane - Mackay,201,257.138326
2018,9,201809,Brisbane,Melbourne,Brisbane - Melbourne,235,300.6343612
2018,9,201809,Brisbane,Mount Isa,Brisbane - Mount Isa,810,1036.229075
2018,9,201809,Brisbane,Perth,Brisbane - Perth,628,803.3973568
2018,9,201809,Brisbane,Proserpine,Brisbane - Proserpine,210,268.6519824
2018,9,201809,Brisbane,Rockhampton,Brisbane - Rockhampton,364.99,466.9299383
2018,9,201809,Brisbane,Sydney,Brisbane - Sydney,146.9,187.9284581
2018,9,201809,Brisbane,Townsville,Brisbane - Townsville,306,391.4643172
2018,9,201809,Brisbane,Newcastle,Brisbane - Newcastle,134,171.4255507
2018,9,201809,Broome,Perth,Broome - Perth,660.01,844.3475947
2018,9,201809,Bundaberg,Brisbane,Bundaberg - Brisbane,305.76,391.1572863
2018,9,201809,Cairns,Gold Coast,Cairns - Gold Coast,264,337.7339207
2018,9,201809,Cairns,Melbourne,Cairns - Melbourne,358,457.9876652
2018,9,201809,Cairns,Sydney,Cairns - Sydney,239.9,306.9029075
2018,9,201809,Cairns,Townsville,Cairns - Townsville,294,376.1127753
2018,9,201809,Canberra,Melbourne,Canberra - Melbourne,274.9,351.6782379
2018,9,201809,Canberra,Sydney,Canberra - Sydney,310,396.5814978
2018,9,201809,Coffs Harbour,Sydney,Coffs Harbour - Sydney,229.9,294.1099559
2018,9,201809,Darwin,Melbourne,Darwin - Melbourne,543,694.6572687
2018,9,201809,Darwin,Perth,Darwin - Perth,759,970.985022
2018,9,201809,Darwin,Sydney,Darwin - Sydney,445,569.2863436
2018,9,201809,Devonport,Melbourne,Devonport - Melbourne,359,459.2669604
2018,9,201809,Dubbo,Sydney,Dubbo - Sydney,392,501.4837004
2018,9,201809,Gold Coast,Sydney,Gold Coast - Sydney,138,176.5427313
2018,9,201809,Hamilton Island,Sydney,Hamilton Island - Sydney,295,377.3920705
2018,9,201809,Hobart,Melbourne,Hobart - Melbourne,144,184.2185022
2018,9,201809,Hobart,Sydney,Hobart - Sydney,248,317.2651982
2018,9,201809,Kalgoorlie,Perth,Kalgoorlie - Perth,568,726.6396476
2018,9,201809,Karratha,Perth,Karratha - Perth,798,1020.877533
2018,9,201809,Launceston,Melbourne,Launceston - Melbourne,138,176.5427313
2018,9,201809,Launceston,Sydney,Launceston - Sydney,234,299.3550661
2018,9,201809,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,384,491.2493392
2018,9,201809,Sunshine Coast,Sydney,Sunshine Coast - Sydney,164,209.8044053
2018,9,201809,Melbourne,Gold Coast,Melbourne - Gold Coast,378.9,484.7249339
2018,9,201809,Melbourne,Mildura,Melbourne - Mildura,254,324.9409692
2018,9,201809,Melbourne,Perth,Melbourne - Perth,449.9,575.5548899
2018,9,201809,Melbourne,Sydney,Melbourne - Sydney,160.9,205.8385903
2018,9,201809,Melbourne,Townsville,Melbourne - Townsville,536,685.7022026
2018,9,201809,Melbourne,Newcastle,Melbourne - Newcastle,143,182.939207
2018,9,201809,Paraburdoo,Perth,Paraburdoo - Perth,839,1073.328634
2018,9,201809,Perth,Newman,Perth - Newman,638,816.1903084
2018,9,201809,Perth,Port Hedland,Perth - Port Hedland,658,841.7762115
2018,9,201809,Perth,Sydney,Perth - Sydney,474.9,607.5372687
2018,9,201809,Port Macquarie,Sydney,Port Macquarie - Sydney,339.83,434.7428722
2018,9,201809,Sydney,Tamworth,Sydney - Tamworth,280,358.2026432
